Time;Temperature;Humidity;Pressure;Accel_x;Accel_y;Accel_z;Rot_x;Rot_y;Rot_z;Mag_x;Mag_y;Mag_z;
132028.00;17.29;46.98;100.02;1.05;-0.54;-0.05;123.17;-20.63;-32.53;-20.00;-46.00;8.00;
132218.00;17.27;47.00;100.05;0.72;0.67;0.12;123.72;-145.39;46.57;21.00;-60.00;14.00;
132406.00;17.26;47.05;100.07;1.03;-0.17;0.02;-16.91;63.60;-25.33;0.00;-56.00;15.00;
132593.00;17.26;47.05;100.09;0.69;0.43;0.31;-86.91;16.91;-74.95;13.00;-58.00;12.00;
132780.00;17.24;47.07;100.14;0.81;-0.26;-0.04;-133.12;124.21;16.60;-3.00;-58.00;6.00;
132969.00;17.24;47.05;100.15;1.05;0.21;-0.34;-86.36;-82.64;-86.91;25.00;-64.00;-10.00;
133159.00;17.22;47.08;100.20;0.82;-0.29;0.04;-2.14;101.07;84.84;1.00;-59.00;10.00;
133345.00;17.22;47.05;100.21;0.86;0.16;-0.18;36.32;-83.25;-8.00;26.00;-64.00;-4.00;
133532.00;17.22;47.05;100.25;1.00;-0.06;-0.01;47.36;84.96;122.31;19.00;-66.00;-1.00;
133720.00;17.20;47.05;100.28;0.90;0.15;-0.01;32.29;-66.28;-118.96;22.00;-63.00;4.00;
133908.00;17.20;47.03;100.31;0.94;0.11;-0.09;26.06;83.13;136.11;15.00;-64.00;3.00;
134094.00;17.20;47.03;100.35;0.82;0.17;0.01;-6.59;-89.72;-140.81;27.00;-63.00;-2.00;
134282.00;17.19;47.02;100.38;0.86;0.03;-0.06;-18.55;93.20;36.80;15.00;-62.00;6.00;
134468.00;17.18;47.02;100.41;0.96;0.08;-0.04;-6.77;-95.34;-17.40;19.00;-65.00;0.00;
134655.00;17.18;47.02;100.44;1.05;0.07;-0.12;-38.33;99.55;9.34;20.00;-66.00;-3.00;
134841.00;17.18;47.00;100.48;0.91;0.14;0.14;-49.07;-49.99;-13.61;24.00;-59.00;4.00;
135028.00;17.16;46.97;100.51;0.92;-0.05;-0.12;-68.12;47.73;21.91;21.00;-65.00;-12.00;
135217.00;17.14;46.95;100.54;1.03;0.05;-0.08;-67.32;29.48;-67.87;28.00;-65.00;-13.00;
135406.00;17.15;46.93;100.56;1.08;0.06;-0.22;-43.82;-33.45;155.88;22.00;-65.00;-15.00;
135596.00;17.15;46.91;100.61;1.06;0.11;-0.02;-96.80;-24.96;-138.98;37.00;-61.00;-11.00;
135787.00;17.11;46.89;100.65;1.28;0.17;-0.09;-82.40;-146.85;239.81;31.00;-62.00;-16.00;
